trialsType,trialsNum,trialNum,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials2.thisRepN,trials2.thisTrialN,trials2.thisN,trials2.thisIndex,trials3.thisRepN,trials3.thisTrialN,trials3.thisN,trials3.thisIndex,trials4.thisRepN,trials4.thisTrialN,trials4.thisN,trials4.thisIndex,instr1.started,instr1.stopped,fix.started,fix.stopped,trial1Mouse.x,trial1Mouse.y,trial1Mouse.leftButton,trial1Mouse.midButton,trial1Mouse.rightButton,trial1Mouse.time,trial1Mouse.started,trial1Mouse.stopped,step,targetangle_deg,trial1Target.started,trial1Target.stopped,trial1Home.started,trial1Home.stopped,trial1Cursor.started,trial1Cursor.stopped,trial1Num.started,trial1Num.stopped,trial2Mouse.x,trial2Mouse.y,trial2Mouse.leftButton,trial2Mouse.midButton,trial2Mouse.rightButton,trial2Mouse.time,trial2Mouse.started,trial2Mouse.stopped,trial2Target.started,trial2Target.stopped,trial2Home.started,trial2Home.stopped,trial2Cursor.started,trial2Cursor.stopped,trial2Num.started,trial2Num.stopped,trial3Mouse.x,trial3Mouse.y,trial3Mouse.leftButton,trial3Mouse.midButton,trial3Mouse.rightButton,trial3Mouse.time,trial3Mouse.started,trial3Mouse.stopped,trial3Target.started,trial3Target.stopped,trial3Home.started,trial3Home.stopped,trial3Cursor.started,trial3Cursor.stopped,trial3Num.started,trial3Num.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,2,45,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004379899939522147, 0.015232000034302473, 0.026119499932974577, 0.04199899989180267, 0.058725599898025393, 0.07531929994001985, 0.09249019995331764, 0.10867380001582205, 0.12533740000799298, 0.1420040000230074, 0.15865510003641248, 0.17533260001800954, 0.1919460000935942, 0.209139300044626]",28.666827900102362,None,28.666827900102362,None,28.666827900102362,None,28.666827900102362,None,28.666827900102362,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,46,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004337599966675043, 0.01493309997022152, 0.04118930012919009, 0.058614500099793077, 0.07526400010101497, 0.09195729997009039, 0.10861310013569891, 0.12531640008091927, 0.14193519996479154, 0.15859080012887716, 0.1751898000948131, 0.1919050000142306, 0.20858220010995865]",28.883542299969122,None,28.883542299969122,None,28.883542299969122,None,28.883542299969122,None,28.883542299969122,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,47,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005628500133752823, 0.017052600160241127, 0.03949240013025701, 0.05699539999477565, 0.07372350012883544, 0.09091389994136989, 0.10700870002619922, 0.12369509995914996, 0.14033940015360713, 0.15697090001776814, 0.17364439996890724, 0.19029040005989373, 0.20752559998072684]",29.10313590010628,None,29.10313590010628,None,29.10313590010628,None,29.10313590010628,None,29.10313590010628,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,48,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004152500070631504, 0.015006100060418248, 0.04154519992880523, 0.058990899939090014, 0.0755982999689877, 0.09229020006023347, 0.10896519990637898, 0.12559309997595847, 0.14226290001533926, 0.15892559988424182, 0.17559199989773333, 0.19265570002608]",29.316439100075513,None,29.316439100075513,None,29.316439100075513,None,29.316439100075513,None,29.316439100075513,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,49,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004259299952536821, 0.015086499974131584, 0.02598010003566742, 0.04204230010509491, 0.05873230006545782, 0.07543389988131821, 0.09210129990242422, 0.1087724999524653, 0.12548879999667406, 0.1420464999973774, 0.15872250008396804, 0.17545529990456998]",29.516655900049955,None,29.516655900049955,None,29.516655900049955,None,29.516655900049955,None,29.516655900049955,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,50,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004823199938982725, 0.015091200126335025, 0.041350899962708354, 0.05915350001305342, 0.07611169992014766, 0.0923677000682801, 0.10884470003657043, 0.12555120000615716, 0.14216020004823804, 0.1588234999217093, 0.17544119991362095, 0.19217110006138682]",29.699900300009176,None,29.699900300009176,None,29.699900300009176,None,29.699900300009176,None,29.699900300009176,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,51,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005548699991777539, 0.016843799967318773, 0.04014699999243021, 0.05751760001294315, 0.07492529996670783, 0.09082949999719858, 0.10749699990265071, 0.12412199983373284, 0.14081559982150793, 0.15773099986836314, 0.17419259995222092, 0.19125949987210333, 0.2083339998498559]",29.901953000109643,None,29.901953000109643,None,29.901953000109643,None,29.901953000109643,None,29.901953000109643,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,52,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0048414000775665045, 0.015170800033956766, 0.026041100034490228, 0.042002700036391616, 0.05910010007210076, 0.07534129987470806, 0.09199810004793108, 0.108661700040102, 0.12534140003845096, 0.14199490007013083, 0.15859979996457696, 0.17530620004981756, 0.19261529995128512]",30.1167107000947,None,30.1167107000947,None,30.1167107000947,None,30.1167107000947,None,30.1167107000947,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,53,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004493500106036663, 0.01500760018825531, 0.02590020000934601, 0.043117000022903085, 0.05866720015183091, 0.07667340012267232, 0.09205850004218519, 0.10871340008452535, 0.12536280020140111, 0.14198430022224784, 0.15865000011399388, 0.17505100020207465, 0.1920224002096802, 0.2090978000778705]",30.316453699953854,None,30.316453699953854,None,30.316453699953854,None,30.316453699953854,None,30.316453699953854,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,54,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004578700056299567, 0.015154599910601974, 0.04122529993765056, 0.05910239997319877, 0.07531179999932647, 0.09208590001799166, 0.10868380009196699, 0.12530849990434945, 0.14195399987511337, 0.15860130009241402, 0.17573109990917146]",30.53305560001172,None,30.53305560001172,None,30.53305560001172,None,30.53305560001172,None,30.53305560001172,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,55,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0048946000169962645, 0.016284799901768565, 0.04088809993118048, 0.05832970002666116, 0.07491419999860227, 0.09161889995448291, 0.10902770003303885, 0.12492430000565946, 0.14155469997785985, 0.1582365999929607, 0.174636899959296, 0.19199880002997816]",30.717380299931392,None,30.717380299931392,None,30.717380299931392,None,30.717380299931392,None,30.717380299931392,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,56,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004350600065663457, 0.015016899909824133, 0.04126140009611845, 0.059252999955788255, 0.07541689998470247, 0.09211220010183752, 0.10846489993855357, 0.1253929000813514, 0.14222409995272756, 0.1586980998981744, 0.17579140001907945]",30.916319699957967,None,30.916319699957967,None,30.916319699957967,None,30.916319699957967,None,30.916319699957967,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,57,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0043895000126212835, 0.015824300004169345, 0.04141189996153116, 0.05917360004968941, 0.07546780002303421, 0.09209739998914301, 0.10876239999197423, 0.12545099994167686, 0.1418800000101328, 0.15877970005385578, 0.17536560003645718, 0.19208549987524748]",31.099583100061864,None,31.099583100061864,None,31.099583100061864,None,31.099583100061864,None,31.099583100061864,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,58,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004186399979516864, 0.015299400081858039, 0.026289300061762333, 0.04297819989733398, 0.059086899971589446, 0.07575020007789135, 0.09238009992986917, 0.10907909995876253, 0.12572070001624525, 0.14237369992770255, 0.15954659995622933]",31.29922130005434,None,31.29922130005434,None,31.29922130005434,None,31.29922130005434,None,31.29922130005434,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,59,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005632600048556924, 0.016030999831855297, 0.041215499863028526, 0.05868899985216558, 0.07571149989962578, 0.09198240004479885, 0.10852529993280768, 0.12531739985570312, 0.14193669985979795, 0.15870149992406368, 0.175634799990803, 0.19193920004181564, 0.20856479997746646]",31.467226299922913,None,31.467226299922913,None,31.467226299922913,None,31.467226299922913,None,31.467226299922913,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,60,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004012100165709853, 0.01561610004864633, 0.027313800062984228, 0.04358030017465353, 0.05972749995999038, 0.07638190011493862, 0.09304670011624694, 0.10972469998523593, 0.12637299997732043, 0.1430592001415789, 0.15972660016268492, 0.17670670012012124]",31.68182529998012,None,31.68182529998012,None,31.68182529998012,None,31.68182529998012,None,31.68182529998012,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,61,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004090199945494533, 0.015506100142374635, 0.026586800115182996, 0.04255150002427399, 0.05974519997835159, 0.07587520009838045, 0.09250740008428693, 0.1092077000066638, 0.12586010014638305, 0.1425300999544561, 0.15921870013698936, 0.17582410015165806, 0.1932628999929875]",31.865550799993798,None,31.865550799993798,None,31.865550799993798,None,31.865550799993798,None,31.865550799993798,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,62,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",50,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.004938800120726228, 0.015642500016838312, 0.039412999991327524, 0.05695919995196164, 0.07351280003786087, 0.0902009999845177, 0.10684640007093549, 0.12359770014882088, 0.14018300012685359, 0.15688459994271398, 0.17409850005060434]",32.067992999916896,None,32.067992999916896,None,32.067992999916896,None,32.067992999916896,None,32.067992999916896,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
2,2,63,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",40,,,,,,,,,"[-0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333, -0.07161458333333333]","[-0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664, -0.049479166666666664]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.005601299926638603, 0.017270299838855863, 0.0411576998885721, 0.058556699892506, 0.07524489983916283, 0.09187519992701709, 0.10850529978051782, 0.12520219990983605, 0.14189359988085926, 0.15889419987797737, 0.17520069982856512, 0.19183949986472726]",32.25173350004479,None,32.25173350004479,None,32.25173350004479,None,32.25173350004479,None,32.25173350004479,None,,,,,,,,,,,,,,,,,a,001,2020_Jun_24_1800,pAdaptTest2,2020.1.3,59.99048550638878,
